latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 43\phi - 21\pi = 22,43\phi - 21\pi = 22,сорок три фи минус двадцать один пи равно двадцать два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{21\pi^2}{7\omega} = 3,\frac{21\pi^2}{7\omega} = 3,двадцать один пи в квадрате делить на семь омега равно три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 54\phi^5 * 2\theta = 108,54\phi^5 * 2\theta = 108,пятьдесят четыре фи в пятой степени умножить на два тета равно сто восемь,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{28\omega^3}{7\pi} = 4,\frac{28\omega^3}{7\pi} = 4,двадцать восемь омега в кубе делить на семь пи равно четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 45\theta * 3\omega = 135,45\theta * 3\omega = 135,сорок пять тета умножить на три омега равно сто тридцать пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 {\sum_{i=1}^{n} 486 \times x_i},{\sum_{i=1}^{n} 486 \times x_i},Сумма от i равного одному до n из 486 умноженного на икс с индексом i.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 {\int_{{\zeta}}^{{\eta}} f(a) d y},{\int_{{\zeta}}^{{\eta}} f(a) d y},Интеграл от дзета до эта от f от а по игреку.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
 {\int_{{\zeta}}^{{\eta}} g(x) d \beta},{\int_{{\zeta}}^{{\eta}} g(x) d \beta},Интеграл от дзета до эта от g от икс по бэта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
 {\int_{{\zeta}}^{{\eta}} h(a) d a},{\int_{{\zeta}}^{{\eta}} h(a) d a},Интеграл от дзета до эта от h от а по а.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
 {\int_{{\zeta}}^{{\eta}} \psi(c) d \epsilon},{\int_{{\zeta}}^{{\eta}} \psi(c) d \epsilon},Интеграл от дзета до эта от пси от цэ по эпсилон.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
 z^2 + \zeta^2 = c^2,z^2 + \zeta^2 = c^2,Зэт в квадрате плюс дзета в квадрате равно цэ в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \delta^2 + \eta^2 = y^2,\delta^2 + \eta^2 = y^2,Дельта в квадрате плюс эта в квадрате равно игрек в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^2 + z^2 = a^2,x^2 + z^2 = a^2,Икс в квадрате плюс зэт в квадрате равно а в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 b^2 + \delta^2 = \beta^2,b^2 + \delta^2 = \beta^2,Бэ в квадрате плюс дельта в квадрате равно бэта в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \eta^2 + z^2 = z^2,\eta^2 + z^2 = z^2,Эта в квадрате плюс зэт в квадрате равно зэт в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \delta^2 + c^2 = \epsilon^2,\delta^2 + c^2 = \epsilon^2,Дельта в квадрате плюс цэ в квадрате равно эпсилон в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \zeta^2 + \delta^2 = y^2,\zeta^2 + \delta^2 = y^2,Дзета в квадрате плюс дельта в квадрате равно игрек в квадрате.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
" [450,368,576] \times [965,609,202]","[450,368,576] \times [965,609,200]","Векторное произведение векторов 450, 368, 576 и 965, 609, 200.",0.029411764705882353,0.3333333333333333,0.8571428571428571,0.9371831735928418,0.8820540468612978,0.7071067811865475,0.7071067811865478,0.8412698412698414,0.029411764705882353,0.3333333333333333,0.8571428571428571,0.9371831735928418,0.8820540468612978,0.7071067811865475,0.7071067811865478,0.8412698412698414
 g(z) = c^2 - 4c + 7,g(s) = s^2 - 4s + 7,g от с равно с в квадрате минус 4 с плюс 7,0.15789473684210525,0.42857142857142855,0.5,0.2585081585081585,0.3077204045954046,0.0,0.2086130724305753,0.6346938775510204,0.15789473684210525,0.42857142857142855,0.5,0.2585081585081585,0.3077204045954046,0.0,0.2086130724305753,0.6346938775510204
 z = c^2 - 4c + 7,g(s) = s^2 - 4s + 7,g от с равно с в степени 2 минус 4 умножить на с плюс 7,0.3157894736842105,0.42857142857142855,0.3636363636363636,0.20237060517641783,0.23442724670754955,0.0,0.16735949370018846,0.32538659793814434,0.3157894736842105,0.42857142857142855,0.3636363636363636,0.20237060517641783,0.23442724670754955,0.0,0.16735949370018846,0.32538659793814434
 5 = x \cdot 24 - 2x^2,V = x(24 - 2x)^2,V равно икс умножить на 24 минус 2 икс в квадрате,0.5625,1.0,0.7272727272727272,0.30657015242455865,0.2749178675469038,0.0,0.22957488466614326,0.5499999999999999,0.5625,1.0,0.7272727272727272,0.30657015242455865,0.2749178675469038,0.0,0.22957488466614326,0.5499999999999999
 24 - 2(3),24 - 2(3),двадцать четыре минус два умножить на три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 24 - 2(3),24 - 2(3),двадцать четыре минус два умножить на 3,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 y = f(x) + 2,y = f(x + 2),y равно f от икс плюс 2,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125
 y = f(x) + 2,y = f(x + 2),y это f от икс плюс 2,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125
 y = x^2,y = x^2,y равно икс в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 y = x^2,y = x^2,y равно икс в степени 2,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 y = x^2,y = x^2,y равно икс в степени второй,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 y = -x^2,y = x^2,y равно отрицательное икс в квадрате,0.14285714285714285,0.3333333333333333,1.0,0.397763074984247,0.4833685465084783,0.0,0.30213753973567675,0.625,0.14285714285714285,0.3333333333333333,1.0,0.397763074984247,0.4833685465084783,0.0,0.30213753973567675,0.625
 f(3a) = 3a^2 + 7,f(3a) = (3a)^2 + 7,f от 3 а равно 3 а в квадрате плюс 7,0.1111111111111111,0.2,1.0,0.4693523918728156,0.5085879348396285,0.5531345601521246,0.5531345601521247,0.5931718481785236,0.1111111111111111,0.2,1.0,0.4693523918728156,0.5085879348396285,0.5531345601521246,0.5531345601521247,0.5931718481785236
 f(3a) = 3a^2 + 7,f(3a) = (3a)^2 + 7,"f, вычисленное при 3 а равно 3 а в квадрате плюс 7",0.1111111111111111,0.2,1.0,0.4693523918728156,0.5085879348396285,0.5531345601521246,0.5531345601521247,0.5931718481785236,0.1111111111111111,0.2,1.0,0.4693523918728156,0.5085879348396285,0.5531345601521246,0.5531345601521247,0.5931718481785236
 \frac{x^2+2x\Delta x+(\Delta x)^2+7-x^2-7}{\Delta x},\frac{x^2 + 2x\Delta x + (\Delta x)^2 + 7 - x^2 - 7}{\Delta x},икс в квадрате плюс 2 икс дельта икс плюс дельта икс в квадрате плюс 7 минус икс в квадрате минус 7 деленное на дельта икс,0.16129032258064516,0.9285714285714286,1.0,1.0,0.7907537333363007,1.0,1.0000000000000004,0.4926891290527654,0.16129032258064516,0.9285714285714286,1.0,1.0,0.7907537333363007,1.0,1.0000000000000004,0.4926891290527654
 f(x) = \sin^2 x,f(x) = \sin^2{x},f от икс равно синус в квадрате икс,0.125,0.6666666666666666,1.0,0.7723559619120656,0.7134154928441273,0.7398067488982616,0.7398067488982614,0.7861781076066792,0.125,0.6666666666666666,1.0,0.7723559619120656,0.7134154928441273,0.7398067488982616,0.7398067488982614,0.7861781076066792
 f(x) = ax + b,f(x) = ax + b,линейная функция f от икс равно а икс плюс b,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 f(x) = ax + b,f(x) = ax + b,линейная функция f от икс равно а умножить на икс плюс b,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 a_n > 0,a_n > 0,a энное больше нуля,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 E = \pi r^2,A(r) = \pi r^2,A от r равно пи r в квадрате,0.2857142857142857,0.25,0.6666666666666665,0.5486265931459102,0.5767038215370345,0.5270837136273565,0.5270837136273562,0.439469320066335,0.2857142857142857,0.25,0.6666666666666665,0.5486265931459102,0.5767038215370345,0.5270837136273565,0.5270837136273562,0.439469320066335
 OA = \pi r^2,A(r) = \pi r^2,A от r равно пи r во второй степени,0.2857142857142857,0.25,0.6666666666666665,0.5501654521223255,0.5770401909709671,0.5270837136273565,0.5270837136273562,0.439469320066335,0.2857142857142857,0.25,0.6666666666666665,0.5501654521223255,0.5770401909709671,0.5270837136273565,0.5270837136273562,0.439469320066335
 \mathbf{A} \mathbf{r} = \pi \mathbf{r}^2,A(r) = \pi r^2,A от r равно пи умножить на r в квадрате,2.0,0.75,0.7692307692307693,0.17504247911987758,0.24159174801045075,0.0,0.10079037376973914,0.40464743589743596,2.0,0.75,0.7692307692307693,0.17504247911987758,0.24159174801045075,0.0,0.10079037376973914,0.40464743589743596
 f(-4) = \sqrt{(-4) + 5},f(-4) = \sqrt{-4} + 5 \text{ which is not defined},f от минус 4 равно корень из минус 4 плюс 5 что не определено,0.6,0.7,0.6666666666666666,0.3090028064380086,0.3225358749233853,0.3833192110522983,0.3833192110522984,0.45643447461629283,0.6,0.7,0.6666666666666666,0.3090028064380086,0.3225358749233853,0.3833192110522983,0.3833192110522984,0.45643447461629283
 f(-4) = \sqrt{(-4) + 5},f(-4) = \sqrt{-4} + 5 \text{ which is not defined},f от минус 4 это корень из минус 4 плюс 5 что не определено,0.6,0.7,0.6666666666666666,0.3090028064380086,0.3225358749233853,0.3833192110522983,0.3833192110522984,0.45643447461629283,0.6,0.7,0.6666666666666666,0.3090028064380086,0.3225358749233853,0.3833192110522983,0.3833192110522984,0.45643447461629283
 f(-4) = \sqrt{(-4) + 5} \text{ is undefined},f(-4) = \sqrt{-4} + 5 \text{ which is not defined},f от минус 4 равно корень из минус 4 плюс 5 не определено,0.26,0.5,0.7777777777777777,0.5314730139227254,0.5282625414708613,0.4756121993593437,0.4756121993593437,0.6690123456790125,0.26,0.5,0.7777777777777777,0.5314730139227254,0.5282625414708613,0.4756121993593437,0.4756121993593437,0.6690123456790125
 f(x) = \sqrt{x - 1},f(x) = \sqrt{x-1},f от икс равно корень из икс минус 1,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477
 f(x) = \sqrt{x - 1},f(x) = \sqrt{x-1},f от икс это корень из икс минус 1,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477
 4 \leq x \leq 5,4 \le x \le 5,4 меньше или равно икс меньше или равно 5,0.15384615384615385,0.4,0.6,0.42086034068424155,0.4474458767676168,0.0,0.1964073254502566,0.3,0.15384615384615385,0.4,0.6,0.42086034068424155,0.4474458767676168,0.0,0.1964073254502566,0.3
 f(x) = \sqrt{x} + \sqrt{1 - x},\sqrt{x} + \sqrt{1-x},f от икс равно корень из икс плюс корень из 1 минус икс,0.42857142857142855,1.6666666666666667,0.8333333333333333,0.9424086202494079,0.842582958082182,0.6952582546166497,0.69525825461665,0.7731958762886597,0.42857142857142855,1.6666666666666667,0.8333333333333333,0.9424086202494079,0.842582958082182,0.6952582546166497,0.69525825461665,0.7731958762886597
 f(x) = \sqrt{x} + \sqrt{1 - x},\sqrt{x} + \sqrt{1-x},f от икс это корень из икс плюс корень из 1 минус икс,0.42857142857142855,1.6666666666666667,0.8333333333333333,0.9424086202494079,0.842582958082182,0.6952582546166497,0.69525825461665,0.7731958762886597,0.42857142857142855,1.6666666666666667,0.8333333333333333,0.9424086202494079,0.842582958082182,0.6952582546166497,0.69525825461665,0.7731958762886597
 g(x) = \frac{2}{1-\cos x},\frac{2}{1-\cos x},g от икс равно 2 делить на 1 минус косинус икс,0.3888888888888889,1.0,0.8333333333333333,0.9348516357545938,0.9175977160011933,0.675316032742297,0.6753160327422972,0.9402573529411764,0.3888888888888889,1.0,0.8333333333333333,0.9348516357545938,0.9175977160011933,0.675316032742297,0.6753160327422972,0.9402573529411764
 \frac{2}{1-\cos(x)},\frac{2}{1-\cos x},g от икс это 2 делить на 1 минус косинус икс,0.1111111111111111,1.0,1.0,0.8559497291761227,0.6806067869683625,0.708339753228812,0.708339753228812,0.9498856707317073,0.1111111111111111,1.0,1.0,0.8559497291761227,0.6806067869683625,0.708339753228812,0.708339753228812,0.9498856707317073
 y = f(x + c),y = f(x) + c,Вертикальный сдвиг на c единиц вверх y равен f от икс плюс c,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125,0.16666666666666666,0.4,1.0,0.47738095238095246,0.5580357142857143,0.6147881529512644,0.6147881529512649,0.9736328125
 y = f(x) + c,y = f(x) + c,Вертикальный сдвиг на c единиц вверх y это f от икс плюс c,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 g(2x - 3) = \cos(2x - 3),g(2x - 3) = \cos (2x - 3),g от 2 икс минус 3 это косинус 2 икс минус 3,0.04,0.25,1.0,1.0,0.9303579003884243,1.0,1.0000000000000004,0.9997724169321802,0.04,0.25,1.0,1.0,0.9303579003884243,1.0,1.0000000000000004,0.9997724169321802
 f(x) = x - 4,f(x) = x - 4,эф от икс равно икс минус четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 f(x) = x - 4,f(x) = x - 4,эф от икс равно икс минус 4,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 f(x) = |x|,f(x) = |x|,эф от икс равно модуль икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
" F(b, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta","F(b, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta","Функция Ф при б, бета является двойным интегралом по диапазону от дзета до эта функции ф при и, дельта, интегрированная сначала по эфлон и затем по дзета.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999915709974881,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999915709974881
" F(c, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta","F(c, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta","Функция Ф при цэ, з является двойным интегралом по диапазону от дзета до эта функции ф при дельта, дельта, интегрированная сначала по эпсилон и затем по дзета.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999915709974881,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999915709974881
 g \circ f(-1),g \circ f(-1),жэ составленная с эф от минус один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 g \circ f(-1),g \circ f(-1),жэ от эф от минус один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 H_0 : \delta = 189,H_0 : \delta = 189,"При нулевой гипотезе, дельта равна 189.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 H_a : \alpha \neq 4196,H_a : \alpha \neq 296,"При альтернативной гипотезе, альфа не равна 296.",0.09523809523809523,0.2,0.8000000000000002,0.8089802907710907,0.8181605754082588,0.8633400213704505,0.8633400213704508,0.7937500000000002,0.09523809523809523,0.2,0.8000000000000002,0.8089802907710907,0.8181605754082588,0.8633400213704505,0.8633400213704508,0.7937500000000002
 H_a : \alpha \neq 365,H_a : \alpha \neq 365,"При альтернативной гипотезе, альфа не равна 365.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 t = \frac{{\bar \gamma} - 310}{\sigma/\sqrt{n}},t = \frac{{\bar \gamma} - 310}{\sigma/\sqrt{n}},"Т равно среднему значению гамма минус 310, деленному на стандартное отклонение, деленное на квадратный корень из размера выборки.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.999898229187869,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.999898229187869
" (3,1) \text{ to } (5,8)"," (3,1) \text{ to } (5,8)","отрезок линии от три, один до пять, восемь",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 C maps to Delta.,C maps to Delta.,Цэ отображается в Дельта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 Zeta maps to X.,Zeta maps to X.,Дзета отображается в Х.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 A maps to X.,A maps to X.,А отображается в Х.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 The inner product of x and x equals x times delta.,The inner product of x and x equals x times delta.,Внутреннее произведениеиксииксравно произведениюикси дельта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 The inner product of a and eta equals alpha times delta.,The inner product of a and eta equals alpha times delta.,Внутреннее произведение а и эта равно произведению альфа и дельта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 The inner product of b_zeta and c equals c times delta.,The inner product of b and zeta equals c times delta.,Внутреннее произведение б и дзета равно произведению цэ и дельта.,0.16981132075471697,0.18181818181818182,0.9565217391304348,0.8185130808232023,0.797650247654083,0.5564924657670628,0.556492465767063,0.8220833333333335,0.16981132075471697,0.18181818181818182,0.9565217391304348,0.8185130808232023,0.797650247654083,0.5564924657670628,0.556492465767063,0.8220833333333335
 The inner product of z and zeta equals e times delta.,The inner product of z and zeta equals y times delta.,Внутреннее произведение з и дзета равно произведению и и дельта.,0.018867924528301886,0.09090909090909091,0.9090909090909091,0.9116424236121522,0.9005878783151747,0.7348889200874658,0.7348889200874659,0.9139118457300276,0.018867924528301886,0.09090909090909091,0.9090909090909091,0.9116424236121522,0.9005878783151747,0.7348889200874658,0.7348889200874659,0.9139118457300276
 The inner product of c and c equals delta times delta.,The inner product of c and c equals delta times delta.,Внутреннее произведение цэ и цэ равно произведению дельта и дельта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 The inner product of eta and i equals a times delta.,The inner product of eta and y equals a times delta.,Внутреннее произведение эта и и равно произведению а и дельта.,0.019230769230769232,0.09090909090909091,0.9090909090909091,0.9093507960484853,0.8988691576424247,0.7348889200874658,0.7348889200874659,0.9139118457300276,0.019230769230769232,0.09090909090909091,0.9090909090909091,0.9093507960484853,0.8988691576424247,0.7348889200874658,0.7348889200874659,0.9139118457300276
 x + y^2 = 0,x + y^2 = 0,икс плюс игрек в квадрате равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x + y^2 = 0,x + y^2 = 0,икс плюс игрек в квадрате равно 0,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^2 + y^2 = 36,x^2 + y^2 = 36,икс в квадрате плюс игрек в квадрате равно тридцать шесть,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^2 + y^2 = 36,x^2 + y^2 = 36,икс в квадрате плюс игрек в квадрате равно 36,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \lim_{\theta \to 0} \frac{\sin \theta}{\theta} = 1,\lim_{\theta \to 0} \frac{\sin \theta}{\theta} = 1,"предел, когда тета стремится к 0 от синус тета делённое на тета равен 1",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \lim_{{x \to c}} h(x) = L,\lim_{{x \to c}} h(x) = L,"предел, когда икс стремится к c от h от икс равен L",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 \lim_{{y \to 0}} \frac{{\sin y}}{{y}},\lim_{{y \to 0}} \frac{{\sin y}}{{y}},предел при y стремящемся к 0 от синус y делить на y,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
 \mathrm{e} \cdot \mathrm{d},\ker(D),Ядро Д.,3.4285714285714284,3.0,0.28571428571428575,0.04716981132075472,0.03537735849056604,0.0,0.033864985683445356,0.11111111111111112,3.2857142857142856,3.0,0.28571428571428575,0.06289308176100628,0.04716981132075472,0.0,0.0402724819242185,0.11111111111111112
 \delta = y + i \delta,\delta = y + i \delta,Дельта равно игрек плюс и умноженное на дельта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 \epsilon = \alpha + i c,\epsilon = \alpha + i c,Эпсилон равно альфа плюс и умноженное на цэ.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 \psi(a) = O(\psi(\eta)),\psi(a) = O(\psi(\eta)),Пси от а равно большая О от пси от эта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 h(\alpha) = O(g(c)),h(\alpha) = O(g(c)),H от альфа равно большая О от g от цэ.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 g(z) = O(g(\alpha)),g(z) = O(g(\alpha)),G от з равно большая О от g от альфа.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 f(b) = o(f(c)),f(b) = o(f(c)),Ф от бэ равно маленькая о от ф от цэ.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 \phi(c) = o(g(c)),\phi(c) = o(g(c)),Фи от цэ равно маленькая о от g от цэ.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 h(\eta) = o(h(\eta)),h(\eta) = o(h(\eta)),H от эта равно маленькая о от h от эта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 h(z) = \Theta(h(\beta)),h(z) = \Theta(h(\beta)),H от з равно Тета от h от бета.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
