gt_latex,pr_latex,pron,audio_path
"If $X$ is a proper $\mathsf\\T$-variety, the $\mathsf\\T$-equivariant Euler characteristic of $\alpha\in\\K_{\mathsf\\T}(X)$ is $\chi(\alpha):=p_{*}(\alpha)\in\\K_{\mathsf\\T}(pt)$, where $p:\\X\to\\pt$."," If $X$ is a proper $T$-variety, the $T$-equivariant characteristic class of $\alpha\in\\K_{T}(X)$ is $\chi_{\alpha}:=\pi_{*}^{\cdot}\left(\alpha\right)\in\\K_{T}\left(\point\right)$, where $\pi\colon\\X\rightarrow\point$ is the structure morphism.","If <formula_start>X<formula_end> is a proper <formula_start>T<formula_end>-variety, the <formula_start>T<formula_end>-equivariant Euler characteristic of <formula_start>alpha belongs to K sub T of X<formula_end> is <formula_start>chi of alpha is defined as p lower star of alpha in K sub T of point<formula_end>, where <formula_start>p from X to point<formula_end>.",wav_path
"If $X$ is a proper $\mathsf\\T$-variety, the $\mathsf\\T$-equivariant Euler characteristic of $\alpha\in\\K_{\mathsf\\T}(X)$ is $\chi(\alpha):=p_{*}(\alpha)\in\\K_{\mathsf\\T}(pt)$, where $p:\\X\to\\pt$."," If $X$ is a proper $T$-variety, the $T$-equivariant Uler character $\chi_{\alpha}$ of $X$ in $K_{T}(X)$ is $\chi_{\alpha}=\pi_{*}\alpha\in\\K_{T}(\operatorname{Perf}(X))$.","If <formula_start>X<formula_end> is a proper <formula_start>T<formula_end>-variety, the <formula_start>T<formula_end>-equivariant Euler characteristic of <formula_start>alpha in K T of X<formula_end> is <formula_start>chi alpha equal to p star of alpha in K T of point<formula_end>, where <formula_start>p X to point<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(x,y,z)$ vectors, vector fields tangent to $L$ and by $(\psi_{\theta},\eta)$ sections of the normal bundle of $L$.","We will denote by X, Y, Z vectors / vector fields tangent to L, and by xi, zeta, eta members / sections of the orthogonal complement of the tangent bundle of L.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(x,y,z)$ vector fields tangent to $L$ and by $(c,z^{\alpha})$ members of sections of $L^{\perp}$.","We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the orthogonal complement of the tangent bundle of L<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(x,y,z)$ vectors, vector fields, tangent to $L$, and by $(z^{i})$, $i=1,\ldots,n$, members of the normal bundle of $L$.","We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the normal bundle of L<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$.", We will denote by $X$ the $\mathbb\\Z$-vector space $T$ and by $\mathcal\\S$ the set of sections of the normal bundle of $L$.,"We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the normal bundle of L<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $x,y,z$ the $x$-, $y$-, and $z$-coordinates of a point in ${\mathbb\\R}^{3}$, and by $x^{\prime},y^{\prime},z^{\prime}$ the $x^{\prime}$-,$y^{\prime}$-, and $z^{\prime}$-coordinates of a point in ${\mathbb\\R}^{2}$.","We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the orthogonal complement of the tangent bundle of L<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(X,Y,Z)$ vectors over vector fields over $L$, and by $(\xi,\zeta,\eta)$ members over sections of $S(L^{*})$.","We will denote by X, Y, Z vectors / vector fields tangent to L, and by xi, zeta, eta members / sections of the orthogonal complement of the tangent bundle of L.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(x,y,z)$ vectors in $\mathbb\\F^{3}$ and by $(c,\zeta,\eta)$ members sections of the normal bundle of $L$.","We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the normal bundle of L<formula_end>.",wav_path
"We will denote by $X,Y,Z$ vectors / vector fields tangent to $L$, and by $\xi,\zeta,\eta$ members / sections of $T^{\perp}L$."," We will denote by $(x,y,z)$ vector fields, and by $(c,\zeta,\eta)$ members sections of the orthogonal complement of the tangent bundle of $L$.","We will denote by <formula_start>X, Y, Z<formula_end> vectors / vector fields tangent to <formula_start>L<formula_end>, and by <formula_start>xi, zeta, eta<formula_end> members / sections of <formula_start>the orthogonal complement of the tangent bundle of L<formula_end>.",wav_path
"As the normalized rate $\overline{R}(\gamma)=2(\gamma-1)/3$ may not be an integer, we consider spatial extension by a factor of $3$, i.e., set $d^{\prime}=3d,m^{\prime}=3m$ and show that $R=2(m^{\prime}-d^{\prime})/3=2(m-d)$ is achievable when each key is $3d$ generic combinations of $3m$ basis symbols."," As the normalized rate $\overline{r}(\Gamma)=2\Gamma-1/3$ may not be an integer, we consider spatial extension by a factor of $3$, i.e.\ $D^{\prime}=3D$, $M^{\prime}=3M$, and show that $r=2M^{\prime}-D^{\prime}=3\overline{r}$.","As the normalized rate <formula_start>R bar of gamma equals two times gamma minus one divided by three<formula_end> may not be an integer, we consider spatial extension by a factor of <formula_start>three<formula_end>, i.e., set <formula_start>d prime equals three d,  m prime equals three m<formula_end> and show that <formula_start>R equals two times m prime minus d prime divided by three, equals two times m minus d<formula_end> is achievable when each key is <formula_start>three d<formula_end> generic combinations of <formula_start>three m<formula_end> basis symbols.",wav_path
"As the normalized rate $\overline{R}(\gamma)=2(\gamma-1)/3$ may not be an integer, we consider spatial extension by a factor of $3$, i.e., set $d^{\prime}=3d,m^{\prime}=3m$ and show that $R=2(m^{\prime}-d^{\prime})/3=2(m-d)$ is achievable when each key is $3d$ generic combinations of $3m$ basis symbols."," As the normalized bi-twisted $3$-manifold $M_{B,d}$ is an integer, we consider spatial extension by a factor of $3dM^{\prime}=2(M-d)$ to be feasible when each $k$ is $3d$-generic combination of $M$ base symbols.","As the normalized rate <formula_start>R bar of gamma equals two times gamma minus one divided by three<formula_end> may not be an integer, we consider spatial extension by a factor of <formula_start>three<formula_end>, i.e., set <formula_start>d prime equals three d,  m prime equals three m<formula_end> and show that <formula_start>R equals two times m prime minus d prime divided by three, equals two times m minus d<formula_end> is achievable when each key is <formula_start>three d<formula_end> generic combinations of <formula_start>three m<formula_end> basis symbols.",wav_path
"As the normalized rate $\overline{R}(\gamma)=2(\gamma-1)/3$ may not be an integer, we consider spatial extension by a factor of $3$, i.e., set $d^{\prime}=3d,m^{\prime}=3m$ and show that $R=2(m^{\prime}-d^{\prime})/3=2(m-d)$ is achievable when each key is $3d$ generic combinations of $3m$ basis symbols."," As the normalized ratio $\overline{R}(\gamma)=2(\gamma-1)/3$ may not be an integer, we consider a spatial extension by a factor of $3$, i.e., set $D^{\prime}=3D$, $M^{\prime}=3M$, and show that $r=2M^{\prime}-D^{\prime}=2N-D$.","As the normalized rate <formula_start>R bar of gamma equals two times gamma minus one divided by three<formula_end> may not be an integer, we consider spatial extension by a factor of <formula_start>three<formula_end>, i.e., set <formula_start>d prime equals three d,  m prime equals three m<formula_end> and show that <formula_start>R equals two times m prime minus d prime divided by three, equals two times m minus d<formula_end> is achievable when each key is <formula_start>three d<formula_end> generic combinations of <formula_start>three m<formula_end> basis symbols.",wav_path
"The steel particles sink because the mixture concentration is less than the interpolated equilibrium concentration of $c_{l,eq}\approx\\0.25$ at this combination of $R_{d}$ and $R_{\rho}$.", The steel particles sink because the mixture concentration is less than the interpolated equilibrium concentration ($C_{\mathrm{l}}\simeq\\0.25$ at this combination of $R_{\text{D}}$ and $R_{\rho}$).,The steel particles sink because the mixture concentration is less than the interpolated equilibrium concentration of c sub l comma equilibrium approximately 0 point 25 at this combination of R sub d and R sub rho.,wav_path
"The steel particles sink because the mixture concentration is less than the interpolated equilibrium concentration of $c_{l,eq}\approx\\0.25$ at this combination of $R_{d}$ and $R_{\rho}$."," The steel particles think because the mixture concentration is less than the interpolated equilibrium concentration of $c_{\mathrm\\l,\mathrm{eq}}\approx\\0.25$, as a combination of $R_{d}$ and $R_{\rho}$.",The steel particles sink because the mixture concentration is less than the interpolated equilibrium concentration of c sub l comma equilibrium approximately 0 point 25 at this combination of R sub d and R sub rho.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact., In the time-dependent pictures such broadening signifies a decay of autocorrelation function $\mathcal\\C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.,In the time-dependent picture such a broadening signifies a decaying autocorrelation function C of t approaches zero and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent picture such a broadening signifies a decaying auto-correlation function $\mathcal\\C(t)\rightarrow\\0$, and thus an extended state which guides the electron through the complete device to the drain contact.",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t approaches zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$, and thus an extended state which guides the electron through the complete device to the drain contact .",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t tends to zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent pictures ($0<\tau<1/2$) the contact ($C(0,0)$) is an extended state which decays as an exponential function of time and thus is not visible in the static picture ($q=0$).",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t approaches zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent PIC simulations such as those shown above, the aperture correlation function $C(t)$ tends to zero and thus an extended straight wire (the electron) through the drain contact.",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t tends to zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact., In the time-dependent pictures such a broadening signifies a decay of the autocorrelation function $C(t)$ towards zero and thus an extended state which quits the electron through the complete device to the drain contact .,In the time-dependent picture such a broadening signifies a decaying autocorrelation function C of t approaches zero and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent picture such a broadening  signifies a decaying autocorrelation function $C(t)\rightarrow\\0$, and thus an extended state which guides the electron through the complete device to the drain contact.",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t tends to zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
In the time-dependent picture such a broadening signifies a decaying autocorrelation function $C(t)\rightarrow\\0$ and thus an extended state which guides the electron through the complete device to the drain contact.," In the time-dependent picture such of broadening signifies a decaying autocorrelation function, $C(t)\rightarrow\\0$, and thus an extended state which guides the electron through the complete device to the drain contact.",In the time-dependent picture such a broadening signifies a decaying autocorrelation function <formula_start>C of t approaches zero<formula_end> and thus an extended state which guides the electron through the complete device to the drain contact.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGS production term, $-\tau_{ij}\tilde{S}_{ij}$, represents  the inter-scale transfer associated with the interaction of the resolved and unresolved scales.",The SGS production term negative tau subscript i j times S tilde subscript i j represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGE's production term, $-\tau_{ij}\tilde{S}_{ij}$, represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.",The SGS production term <formula_start>negative tau subscript i j times S tilde subscript i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGS production term, $-\tau_{ij}\tilde{S}_{ij}$, represents  the interscale transfer associated with the interaction of the resolved and unresolved scales.",The SGS production term <formula_start>minus tau i j multiplied by S tilde i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGS production term, $\sim-\tau_{ij}\tilde{S}_{ij}$, represents the interscale transfer associated with the interaction of the intermediate and unresolved scales.",The SGS production term <formula_start>negative tau subscript i j times S tilde subscript i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales., The SGS production term $I_{j}$ is multiplied with the interacting and unresolved scales.,The SGS production term <formula_start>minus tau i j multiplied by S tilde i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGS product term $\sum_{i,j}\tau_{i,j}\tilde{S}_{i,j}$ represents the interscale transfer associated with the interaction of the resolved and unresolved scales .",The SGS production term negative tau subscript i j times S tilde subscript i j represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SG's production term, $\left(-{\tau}_{ij}\tilde{S}_{ij}\right)$, represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.",The SGS production term <formula_start>negative tau subscript i j times S tilde subscript i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
The SGS production term $-\tau_{ij}\widetilde{S}_{ij}$ represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.," The SGS production term, $-\tau_{ij}\tilde{S}_{ij}$, represents  the interscale transfer, associated with the interaction of the resolved and unresolved scales.",The SGS production term <formula_start>minus tau i j multiplied by S tilde i j<formula_end> represents the inter-scale transfer associated with the interaction of the resolved and unresolved scales.,wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudo-differential operators for $R_{\theta}^{T}$.","For this reason, we introduce a new class of pseudodifferential operators for R superscript d with subscript theta.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudo-differential operators for $R_{\theta}^{d}$.","For this reason, we introduce a new class of pseudodifferential operators for R superscript d with subscript theta.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators for $R_{\theta}^{d}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R superscript d with subscript theta<formula_end>.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators for $R_{\theta}^{d}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R to the power of d sub theta<formula_end>.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators forward to the power $D^{\theta}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R to the power of d sub theta<formula_end>.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators for $R_{\zeta}^{d}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R superscript d with subscript theta<formula_end>.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudo-differential operators for the $\theta$-deformed $d$-dimensional real space.","For this reason, we introduce a new class of pseudodifferential operators for R superscript d with subscript theta.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$.", For this reason we introduce a new class of pseudo-differential operators for $R_{\theta}^{d}$.,"For this reason, we introduce a new class of pseudodifferential operators for R superscript d with subscript theta.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators for $\R_{d}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R superscript d with subscript theta<formula_end>.",wav_path
"For this reason, we introduce a new class of pseudodifferential operators for $\mathbb\\R_{\theta}^{d}$."," For this reason, we introduce a new class of pseudodifferential operators for $R_{\theta}$.","For this reason, we introduce a new class of pseudodifferential operators for <formula_start>R to the power of d sub theta<formula_end>.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term."," Let all modules be in parallel then the protocol $(A,B,T)$ can be represented by the following process term.","Let all modules be in parallel, then the protocol A followed by B followed by T can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term.", Let all modules be in parallel then the protocol $A\otimes\\B\otimes\\C\otimes\\T$ can be presented by the following process term.,"Let all modules be in parallel, then the protocol <formula_start>A followed by B followed by T<formula_end> can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term.", Let all modules $B$ be in parallel then the protocol $A-B-C$ can be presented by the following process term.,"Let all modules be in parallel, then the protocol <formula_start>A space B space T<formula_end> can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term."," Let all modules be in parallel, then the protocol $allowedByB$ allowed by $allowedByT$ can be presented by the following process theorem.","Let all modules be in parallel, then the protocol <formula_start>A followed by B followed by T<formula_end> can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term."," Let all modules be in parallel, then the protocol $A-BST$ can be presented by the following process term.","Let all modules be in parallel, then the protocol <formula_start>A space B space T<formula_end> can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term.", Let all modules be in parallel then the protocol $A\rightarrow\\B\rightarrow\\T$ can be presented by the following process term.,"Let all modules be in parallel, then the protocol A followed by B followed by T can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term.", Let all modules be in parallel then the protocol $A\leftarrow\\B\rightarrow\\T$ can be presented by the following process term.,"Let all modules be in parallel, then the protocol <formula_start>A followed by B followed by T<formula_end> can be presented by the following process term.",wav_path
"Let all modules be in parallel, then the protocol $A\quad\\B\quad\\T$ can be presented by the following process term."," Let all modules be in parallel, then the protocol $A-B$ $STUV$ can be presented by the following process term.","Let all modules be in parallel, then the protocol <formula_start>A space B space T<formula_end> can be presented by the following process term.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $S_{PZ}=|C_{Z}|$ in the iteration $pZ$ of the outer loop and $L_{PZ}=|C_{Y}|$ in the iteration $pY$ of the inner loop.","In other words, we have <formula_start>S superscript p z equals the size of set C z<formula_end> in the iteration <formula_start>p z<formula_end> of the outer loop and <formula_start>L superscript p y p z equals the size of set C y<formula_end> in the iterations <formula_start>p y<formula_end> and <formula_start>p z<formula_end> of the two outer loops.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $s_{z}^{p}=\left|C_{z}\right|$ in the inner loop and $l_{y,z}^{p}=\left|C_{y}\right|$ in the outer loops.","In other words, we have <formula_start>S to the power of p sub z equals cardinality of C sub z<formula_end> in the iteration <formula_start>p sub z<formula_end> of the outer loop and <formula_start>L to the power of p sub y comma p sub z equals cardinality of C sub y<formula_end> in the iterations <formula_start>p sub y<formula_end> and <formula_start>p sub z<formula_end> of the two outer loops.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $S_{z}=|I|$ and $L_{p}^{z}=|I|$, where $I$ is the set of iterations in the algorithm, and in the iterations, $z$ and $p$ are the two outer loops.","In other words, we have <formula_start>S superscript p z equals the size of set C z<formula_end> in the iteration <formula_start>p z<formula_end> of the outer loop and <formula_start>L superscript p y p z equals the size of set C y<formula_end> in the iterations <formula_start>p y<formula_end> and <formula_start>p z<formula_end> of the two outer loops.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops.","In other words, we have S to the power of p sub z equals cardinality of C sub z in the iteration p sub z of the outer loop and L to the power of p sub y comma p sub z equals cardinality of C sub y in the iterations p sub y and p sub z of the two outer loops.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $S_{PZ}=\#\\C_{Z}$ in the iteration $PZ$ of the outer loop, and $L_{PZ}=\#\\C_{Y}$ in the iterations $PN$ and $PZ$ of the two outer loops.","In other words, we have <formula_start>S superscript p z equals the size of set C z<formula_end> in the iteration <formula_start>p z<formula_end> of the outer loop and <formula_start>L superscript p y p z equals the size of set C y<formula_end> in the iterations <formula_start>p y<formula_end> and <formula_start>p z<formula_end> of the two outer loops.",wav_path
"In other words, we have $S^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $L^{p_{y},p_{z}}=|C_{y}|$ in the iterations $p_{y}$ and $p_{z}$ of the two outer loops."," In other words, we have $s^{p_{z}}=|C_{z}|$ in the iteration $p_{z}$ of the outer loop and $l^{p_{y,p_{z}}}=|C_{y}|$ in the iteration $p_{y,p_{z}}$ of the two outer loops.","In other words, we have <formula_start>S to the power of p sub z equals cardinality of C sub z<formula_end> in the iteration <formula_start>p sub z<formula_end> of the outer loop and <formula_start>L to the power of p sub y comma p sub z equals cardinality of C sub y<formula_end> in the iterations <formula_start>p sub y<formula_end> and <formula_start>p sub z<formula_end> of the two outer loops.",wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$., Then every $U\in{\mathcal{F}}_{p}^{I}$ can be uniquely extended to a spacetime diagram $U\in{\mathcal{F}}_{p}^{Z\times\\Z}$ for $\Phi$.,Then every U belongs to the set of functions from the set I to the finite field with p elements can be uniquely extended to a spacetime diagram U belongs to the set of functions from the product of the set of integers with itself to the finite field with p elements for the map Phi.,wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$., Then every $u\in\\F_{P}^{i}$ can be uniquely extended to a space-time diagram $u\in\\F_{P}^{Z\times\\Z}$ for $\Phi$.,Then every <formula_start>U in F sub p superscript I<formula_end> can be uniquely extended to a spacetime diagram <formula_start>U in F sub p superscript Z cross Z<formula_end> for <formula_start>Phi<formula_end>.,wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$.," Then every $U\in{\mathcal\\F}_{p}^{i}$ can be uniquely extended to a spacetime diagram $U\in{\mathcal\\F}_{p}^{i}\times(4,\phi)$.",Then every <formula_start>U in F sub p superscript I<formula_end> can be uniquely extended to a spacetime diagram <formula_start>U in F sub p superscript Z cross Z<formula_end> for <formula_start>Phi<formula_end>.,wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$., Then every $U\in{\mathcal{U}}(\mathbb\\F_{p})$ can be uniquely extended to a spacetime diagram $U\in{\mathcal{C}}^{0}(\mathbb\\R^{4};\mathbb\\F_{p})$ for the finite field $\mathbb\\F_{p}$.,Then every <formula_start>U belongs to the set of functions from the set I to the finite field with p elements<formula_end> can be uniquely extended to a spacetime diagram <formula_start>U belongs to the set of functions from the product of the set of integers with itself to the finite field with p elements<formula_end> for <formula_start>the map Phi<formula_end>.,wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$.," Then every $U\in\mathcal\\F(I,\mathbb\\F_{p})$ can be uniquely extended to a spacetime diagram $U\in\mathcal\\F(I\times\\I,\mathbb\\F_{p})$ for the map $\Phi$.",Then every U belongs to the set of functions from the set I to the finite field with p elements can be uniquely extended to a spacetime diagram U belongs to the set of functions from the product of the set of integers with itself to the finite field with p elements for the map Phi.,wav_path
Then every $U\in\mathbb\\F_{p}^{\mathbb\\I}$ can be uniquely extended to a spacetime diagram $U\in\mathbb\\F_{p}^{\mathbb\\Z\times\mathbb\\Z}$ for $\Phi$.," Then, every $U\in\mathcal\\F(I,\mathbb\\F_{p})$ can be uniquely extended to a space-time diagram $U\in\mathcal\\F(Z\times\\Z,\mathbb\\F_{p})$ for $\phi$.",Then every U belongs to the set of functions from the set I to the finite field with p elements can be uniquely extended to a spacetime diagram U belongs to the set of functions from the product of the set of integers with itself to the finite field with p elements for the map Phi.,wav_path
